wav [Å]	Ti	Fe	Ni	Cu	Cd	W	Pb	Al	Zn	ZnO
2.473	0.715	0.982	2.146	1.039	160.832	1.883	0.344	0.083	0.318	0.353
2.474	0.716	0.982	2.147	1.039	160.897	1.883	0.344	0.083	0.318	0.353
2.475	0.716	0.983	2.148	1.04	160.962	1.884	0.344	0.083	0.318	0.353
2.476	0.716	0.983	2.15	1.04	161.027	1.885	0.334	0.083	0.31	0.353
2.477	0.716	0.984	2.151	1.041	161.092	1.886	0.334	0.083	0.31	0.353
2.478	0.717	0.985	2.152	1.042	161.157	1.887	0.334	0.083	0.31	0.353
2.479	0.717	0.985	2.153	1.042	161.222	1.887	0.334	0.083	0.31	0.354
2.48	0.717	0.986	2.154	1.043	161.287	1.888	0.334	0.083	0.31	0.354
2.481	0.717	0.986	2.155	1.043	161.352	1.889	0.334	0.083	0.31	0.354
2.482	0.718	0.987	2.156	1.044	161.417	1.89	0.334	0.084	0.311	0.354
2.483	0.718	0.988	2.157	1.044	161.482	1.891	0.335	0.084	0.311	0.354
2.484	0.718	0.988	2.158	1.045	161.547	1.891	0.335	0.084	0.311	0.355
2.485	0.718	0.989	2.159	1.046	161.612	1.892	0.335	0.084	0.311	0.355
2.486	0.719	0.989	2.16	1.046	161.677	1.893	0.335	0.084	0.311	0.355
2.487	0.719	0.99	2.161	1.047	161.742	1.894	0.335	0.084	0.311	0.355
2.488	0.719	0.991	2.162	1.047	161.807	1.895	0.335	0.084	0.312	0.355
2.489	0.719	0.991	2.164	1.048	161.872	1.895	0.335	0.084	0.312	0.355
2.49	0.72	0.992	1.79	1.048	161.937	1.896	0.335	0.084	0.312	0.356
2.491	0.72	0.992	1.791	1.049	162.002	1.897	0.335	0.084	0.312	0.356
2.492	0.72	0.993	1.791	1.05	162.067	1.898	0.336	0.084	0.312	0.356
2.493	0.72	0.994	1.792	1.05	162.132	1.898	0.336	0.084	0.313	0.356
2.494	0.721	0.994	1.793	1.051	162.197	1.899	0.336	0.084	0.313	0.356
2.495	0.721	0.995	1.794	1.051	162.262	1.9	0.336	0.084	0.313	0.357
2.496	0.706	0.995	1.794	1.052	162.327	1.901	0.336	0.084	0.313	0.357
2.497	0.706	0.996	1.795	1.052	162.392	1.902	0.336	0.084	0.313	0.357
2.498	0.707	0.997	1.796	1.053	162.457	1.902	0.336	0.084	0.313	0.357
2.499	0.707	0.997	1.797	1.054	162.522	1.903	0.336	0.084	0.314	0.357
2.5	0.707	0.998	1.798	1.054	162.587	1.904	0.337	0.084	0.314	0.358
2.501	0.707	0.998	1.798	1.055	162.652	1.905	0.337	0.084	0.314	0.358
2.502	0.708	0.999	1.799	1.055	162.717	1.906	0.337	0.085	0.314	0.358
2.503	0.708	1	1.8	1.056	162.782	1.906	0.337	0.085	0.314	0.358
2.504	0.708	1	1.801	1.056	162.847	1.907	0.337	0.085	0.314	0.358
2.505	0.708	1.001	1.802	1.057	162.912	1.908	0.337	0.085	0.315	0.358
2.506	0.708	1.001	1.802	1.058	162.977	1.909	0.337	0.085	0.315	0.359
2.507	0.709	1.002	1.803	1.058	163.042	1.91	0.337	0.085	0.315	0.359
2.508	0.709	1.003	1.804	1.059	163.107	1.91	0.338	0.085	0.315	0.359
2.509	0.709	1.003	1.805	1.059	163.172	1.911	0.338	0.085	0.315	0.359
2.51	0.709	1.004	1.805	1.06	163.237	1.912	0.338	0.085	0.316	0.359
2.511	0.71	1.005	1.806	1.06	163.302	1.913	0.338	0.085	0.316	0.36
2.512	0.71	1.005	1.807	1.061	163.367	1.913	0.338	0.085	0.316	0.36
2.513	0.71	1.006	1.808	1.062	163.432	1.914	0.338	0.085	0.316	0.36
2.514	0.71	1.006	1.809	1.062	163.497	1.915	0.338	0.085	0.316	0.36
2.515	0.711	1.007	1.809	1.063	163.562	1.916	0.338	0.085	0.316	0.36
2.516	0.711	1.008	1.81	1.063	163.627	1.917	0.339	0.085	0.317	0.361
2.517	0.711	1.008	1.811	1.064	163.692	1.917	0.339	0.085	0.317	0.361
2.518	0.711	1.009	1.812	1.065	163.757	1.918	0.339	0.085	0.317	0.361
2.519	0.712	1.009	1.813	1.065	163.822	1.919	0.339	0.085	0.317	0.361
2.52	0.712	1.01	1.813	1.066	163.887	1.92	0.339	0.085	0.317	0.361
2.521	0.712	1.011	1.814	1.066	163.952	1.921	0.339	0.085	0.317	0.361
2.522	0.712	1.011	1.815	1.067	164.017	1.921	0.339	0.086	0.318	0.362
2.523	0.713	1.012	1.816	1.067	164.082	1.922	0.339	0.086	0.318	0.362
2.524	0.713	1.013	1.817	1.068	164.147	1.923	0.34	0.086	0.318	0.362
2.525	0.713	1.013	1.817	1.069	164.212	1.924	0.34	0.086	0.318	0.362
2.526	0.713	1.014	1.818	1.069	164.277	1.925	0.34	0.086	0.318	0.362
2.527	0.714	1.014	1.819	1.07	164.342	1.925	0.34	0.086	0.319	0.363
2.528	0.714	1.015	1.82	1.07	164.407	1.926	0.34	0.086	0.319	0.363
2.529	0.714	1.016	1.82	1.071	164.472	1.927	0.34	0.086	0.319	0.363
2.53	0.714	1.016	1.821	1.071	164.537	1.928	0.34	0.086	0.319	0.363
2.531	0.715	1.017	1.822	1.072	164.602	1.929	0.34	0.086	0.319	0.363
2.532	0.715	1.017	1.823	1.073	164.667	1.929	0.341	0.086	0.319	0.364
2.533	0.715	1.018	1.824	1.073	164.732	1.93	0.341	0.086	0.32	0.364
2.534	0.715	1.019	1.824	1.074	164.797	1.931	0.341	0.086	0.32	0.364
2.535	0.716	1.019	1.825	1.074	164.862	1.932	0.341	0.086	0.32	0.364
2.536	0.716	1.02	1.826	1.075	164.927	1.933	0.341	0.086	0.32	0.356
2.537	0.716	1.021	1.827	1.076	164.992	1.933	0.341	0.086	0.32	0.356
2.538	0.716	1.021	1.828	1.076	165.057	1.934	0.341	0.086	0.321	0.357
2.539	0.716	1.022	1.828	1.077	165.122	1.935	0.341	0.086	0.321	0.357
2.54	0.717	1.022	1.829	1.077	165.187	1.936	0.342	0.086	0.321	0.357
2.541	0.717	1.023	1.83	1.078	165.252	1.936	0.342	0.086	0.321	0.357
2.542	0.717	1.024	1.831	1.078	165.317	1.937	0.342	0.087	0.321	0.357
2.543	0.717	1.024	1.832	1.079	165.382	1.938	0.342	0.087	0.321	0.357
2.544	0.718	1.025	1.832	1.08	165.447	1.939	0.342	0.087	0.322	0.358
2.545	0.718	1.025	1.833	1.08	165.512	1.94	0.342	0.087	0.322	0.358
2.546	0.718	1.026	1.834	1.081	165.577	1.94	0.342	0.087	0.322	0.358
2.547	0.718	1.027	1.835	1.081	165.642	1.941	0.343	0.087	0.322	0.358
2.548	0.719	1.027	1.836	1.082	165.707	1.942	0.343	0.087	0.322	0.358
2.549	0.719	1.028	1.836	1.083	165.772	1.943	0.343	0.087	0.322	0.359
2.55	0.719	1.029	1.837	1.083	165.837	1.944	0.343	0.087	0.323	0.359
2.551	0.719	1.029	1.838	1.084	165.902	1.944	0.343	0.087	0.323	0.359
2.552	0.72	1.03	1.839	1.084	165.967	1.945	0.343	0.087	0.323	0.359
2.553	0.72	1.03	1.84	0.898	166.032	1.946	0.343	0.087	0.323	0.359
2.554	0.72	1.031	1.84	0.899	166.097	1.947	0.343	0.087	0.323	0.359
2.555	0.712	1.032	1.841	0.899	166.162	1.948	0.344	0.087	0.324	0.36
2.556	0.712	1.032	1.842	0.9	166.227	1.948	0.344	0.087	0.324	0.36
2.557	0.713	1.033	1.843	0.9	166.292	1.949	0.344	0.087	0.324	0.36
2.558	0.713	1.034	1.844	0.901	166.357	1.95	0.344	0.087	0.324	0.36
2.559	0.713	1.034	1.844	0.901	166.422	1.951	0.344	0.087	0.324	0.36
2.56	0.713	1.035	1.845	0.902	166.487	1.952	0.344	0.087	0.324	0.361
2.561	0.714	1.035	1.846	0.902	166.552	1.952	0.344	0.087	0.325	0.361
2.562	0.714	1.036	1.847	0.902	166.617	1.953	0.344	0.088	0.325	0.361
2.563	0.714	1.037	1.848	0.903	166.682	1.954	0.345	0.088	0.325	0.361
2.564	0.714	1.037	1.848	0.903	166.747	1.955	0.345	0.088	0.325	0.361
2.565	0.715	1.038	1.849	0.904	166.812	1.956	0.345	0.088	0.325	0.362
2.566	0.715	1.039	1.85	0.904	166.877	1.956	0.345	0.088	0.326	0.362
2.567	0.715	1.039	1.851	0.905	166.942	1.957	0.345	0.088	0.326	0.362
2.568	0.715	1.04	1.852	0.905	167.007	1.958	0.345	0.088	0.326	0.362
2.569	0.716	1.04	1.852	0.905	167.072	1.959	0.345	0.088	0.326	0.362
2.57	0.716	1.041	1.853	0.906	167.137	1.96	0.346	0.088	0.326	0.362
2.571	0.716	1.042	1.854	0.906	167.202	1.96	0.346	0.088	0.326	0.363
2.572	0.716	1.042	1.855	0.907	167.267	1.961	0.346	0.088	0.327	0.363
2.573	0.716	1.043	1.856	0.907	167.332	1.962	0.346	0.088	0.327	0.363
2.574	0.717	1.044	1.856	0.908	167.397	1.963	0.346	0.088	0.327	0.363
2.575	0.717	1.044	1.857	0.908	167.462	1.964	0.346	0.088	0.327	0.363
2.576	0.717	1.045	1.858	0.909	167.527	1.964	0.346	0.088	0.327	0.364
2.577	0.717	1.045	1.859	0.909	167.592	1.965	0.346	0.088	0.328	0.364
2.578	0.718	1.046	1.86	0.909	167.657	1.966	0.347	0.088	0.328	0.364
2.579	0.718	1.047	1.86	0.91	167.722	1.967	0.347	0.088	0.328	0.364
2.58	0.718	1.047	1.861	0.91	167.776	1.967	0.347	0.088	0.328	0.364
2.581	0.718	1.048	1.862	0.911	167.841	1.968	0.347	0.089	0.328	0.365
2.582	0.719	1.049	1.863	0.911	167.906	1.969	0.347	0.089	0.328	0.365
2.583	0.719	1.049	1.864	0.912	167.971	1.97	0.347	0.089	0.329	0.365
2.584	0.719	1.05	1.864	0.912	168.036	1.879	0.347	0.089	0.329	0.365
2.585	0.719	1.05	1.865	0.913	168.101	1.88	0.348	0.089	0.329	0.365
2.586	0.72	1.051	1.866	0.913	168.166	1.881	0.348	0.089	0.329	0.365
2.587	0.72	1.052	1.867	0.913	168.231	1.881	0.348	0.089	0.329	0.366
2.588	0.72	1.052	1.868	0.914	168.296	1.882	0.348	0.089	0.33	0.366
2.589	0.72	1.053	1.868	0.914	168.361	1.883	0.348	0.089	0.33	0.366
2.59	0.721	1.054	1.869	0.915	168.426	1.883	0.348	0.089	0.33	0.366
2.591	0.721	1.054	1.87	0.915	168.491	1.884	0.348	0.089	0.33	0.366
2.592	0.721	1.055	1.871	0.916	168.556	1.885	0.348	0.089	0.33	0.367
2.593	0.721	1.055	1.872	0.916	168.621	1.886	0.349	0.089	0.33	0.367
2.594	0.721	1.056	1.873	0.917	168.686	1.886	0.349	0.089	0.331	0.367
2.595	0.722	1.057	1.873	0.917	168.751	1.887	0.349	0.089	0.331	0.367
2.596	0.722	1.057	1.874	0.917	168.816	1.888	0.349	0.089	0.331	0.367
2.597	0.722	1.058	1.875	0.918	168.881	1.889	0.349	0.089	0.331	0.368
2.598	0.722	1.059	1.876	0.918	168.946	1.889	0.349	0.089	0.331	0.368
2.599	0.723	1.059	1.877	0.919	169.011	1.89	0.349	0.089	0.332	0.368
2.6	0.723	1.06	1.877	0.919	169.076	1.891	0.35	0.09	0.332	0.368
2.601	0.723	1.061	1.878	0.92	169.141	1.891	0.35	0.09	0.332	0.368
2.602	0.723	1.061	1.879	0.92	169.206	1.892	0.35	0.09	0.332	0.369
2.603	0.724	1.062	1.88	0.921	169.271	1.893	0.35	0.09	0.332	0.369
2.604	0.724	1.062	1.881	0.921	169.336	1.894	0.35	0.09	0.333	0.369
2.605	0.724	1.063	1.881	0.921	169.401	1.894	0.35	0.09	0.333	0.369
2.606	0.724	1.064	1.882	0.922	169.466	1.895	0.35	0.09	0.333	0.369
2.607	0.725	1.064	1.883	0.922	169.531	1.896	0.35	0.09	0.333	0.369
2.608	0.725	1.065	1.884	0.923	169.596	1.897	0.351	0.09	0.333	0.37
2.609	0.725	1.066	1.885	0.923	169.661	1.897	0.351	0.09	0.333	0.37
2.61	0.725	1.066	1.886	0.924	169.726	1.898	0.351	0.09	0.334	0.37
2.611	0.726	1.067	1.886	0.924	169.791	1.899	0.351	0.09	0.334	0.37
2.612	0.726	1.068	1.887	0.925	169.856	1.899	0.351	0.09	0.334	0.37
2.613	0.726	1.068	1.888	0.925	169.921	1.9	0.351	0.09	0.334	0.37
2.614	0.726	1.069	1.889	0.926	169.986	1.901	0.351	0.09	0.334	0.371
2.615	0.726	1.069	1.89	0.926	170.051	1.902	0.352	0.09	0.335	0.371
2.616	0.727	1.07	1.89	0.926	170.116	1.902	0.352	0.09	0.335	0.371
2.617	0.727	1.071	1.891	0.927	170.181	1.903	0.352	0.09	0.335	0.371
2.618	0.727	1.071	1.892	0.927	170.246	1.904	0.352	0.09	0.335	0.371
2.619	0.727	1.072	1.893	0.928	170.311	1.905	0.352	0.091	0.335	0.372
2.62	0.728	1.073	1.894	0.928	170.376	1.905	0.352	0.091	0.335	0.372
2.621	0.728	1.073	1.894	0.929	170.441	1.906	0.352	0.091	0.336	0.372
2.622	0.728	1.074	1.895	0.929	170.506	1.907	0.353	0.091	0.336	0.372
2.623	0.728	1.075	1.896	0.93	170.571	1.907	0.353	0.091	0.336	0.372
2.624	0.729	1.075	1.897	0.93	170.636	1.908	0.353	0.091	0.336	0.373
2.625	0.729	1.076	1.898	0.93	170.701	1.909	0.353	0.091	0.336	0.373
2.626	0.729	1.076	1.899	0.931	170.766	1.91	0.353	0.091	0.337	0.373
2.627	0.729	1.077	1.899	0.931	170.831	1.91	0.353	0.091	0.337	0.373
2.628	0.73	1.078	1.9	0.932	170.896	1.911	0.353	0.091	0.337	0.373
2.629	0.73	1.078	1.901	0.932	170.961	1.912	0.354	0.091	0.337	0.374
2.63	0.73	1.079	1.902	0.933	171.026	1.913	0.354	0.091	0.337	0.374
2.631	0.73	1.08	1.903	0.933	171.091	1.913	0.354	0.091	0.338	0.374
2.632	0.731	1.08	1.904	0.934	171.133	1.914	0.354	0.091	0.338	0.374
2.633	0.731	1.081	1.904	0.934	171.198	1.915	0.354	0.091	0.338	0.374
2.634	0.731	1.082	1.905	0.935	171.263	1.915	0.354	0.091	0.338	0.375
2.635	0.731	1.082	1.906	0.935	171.328	1.916	0.354	0.091	0.338	0.375
2.636	0.731	1.083	1.907	0.935	171.393	1.917	0.354	0.091	0.338	0.375
2.637	0.732	1.083	1.908	0.936	171.458	1.918	0.355	0.091	0.339	0.375
2.638	0.732	1.084	1.908	0.936	171.523	1.918	0.355	0.092	0.339	0.375
2.639	0.732	1.085	1.909	0.937	171.588	1.919	0.355	0.092	0.339	0.376
2.64	0.732	1.085	1.91	0.937	171.653	1.92	0.355	0.092	0.339	0.376
2.641	0.733	1.086	1.911	0.938	171.718	1.921	0.355	0.092	0.339	0.376
2.642	0.733	1.087	1.912	0.938	171.783	1.921	0.355	0.092	0.34	0.376
2.643	0.733	1.087	1.913	0.939	171.848	1.922	0.355	0.092	0.34	0.376
2.644	0.733	1.088	1.913	0.939	171.913	1.923	0.356	0.092	0.34	0.376
2.645	0.734	1.089	1.914	0.94	171.978	1.923	0.356	0.092	0.34	0.377
2.646	0.734	1.089	1.915	0.94	172.043	1.924	0.356	0.092	0.34	0.377
2.647	0.734	1.09	1.916	0.94	172.108	1.925	0.356	0.092	0.341	0.377
2.648	0.734	1.091	1.917	0.941	172.173	1.926	0.356	0.092	0.341	0.377
2.649	0.735	1.091	1.918	0.941	172.238	1.926	0.356	0.092	0.341	0.377
2.65	0.735	1.092	1.918	0.942	172.303	1.927	0.356	0.092	0.341	0.378
2.651	0.735	1.092	1.919	0.942	172.368	1.928	0.357	0.092	0.341	0.378
2.652	0.735	1.093	1.92	0.943	172.433	1.929	0.357	0.092	0.341	0.378
2.653	0.736	1.094	1.921	0.943	172.498	1.929	0.357	0.092	0.342	0.378
2.654	0.736	1.094	1.922	0.944	172.563	1.93	0.357	0.092	0.342	0.378
2.655	0.736	1.095	1.922	0.944	172.628	1.931	0.357	0.092	0.342	0.379
2.656	0.736	1.096	1.923	0.944	172.693	1.931	0.357	0.093	0.342	0.379
2.657	0.736	1.096	1.924	0.945	172.758	1.932	0.357	0.093	0.342	0.379
2.658	0.737	1.097	1.925	0.945	172.823	1.933	0.358	0.093	0.343	0.379
2.659	0.737	1.098	1.926	0.946	172.888	1.934	0.358	0.093	0.343	0.379
2.66	0.737	1.098	1.927	0.946	172.953	1.934	0.358	0.093	0.343	0.38
2.661	0.737	1.099	1.927	0.947	173.018	1.935	0.358	0.093	0.31	0.38
2.662	0.738	1.1	1.928	0.947	173.082	1.936	0.358	0.093	0.31	0.38
2.663	0.738	1.1	1.929	0.948	173.147	1.937	0.358	0.093	0.31	0.38
2.664	0.738	1.101	1.93	0.948	173.212	1.937	0.358	0.093	0.31	0.38
2.665	0.738	1.102	1.931	0.949	173.277	1.938	0.359	0.093	0.31	0.381
2.666	0.739	1.102	1.932	0.949	173.342	1.939	0.359	0.093	0.31	0.381
2.667	0.739	1.103	1.932	0.95	173.407	1.94	0.359	0.093	0.311	0.381
2.668	0.739	1.103	1.933	0.95	173.472	1.94	0.359	0.093	0.311	0.381
2.669	0.739	1.104	1.934	0.95	173.537	1.941	0.359	0.093	0.311	0.381
2.67	0.74	1.105	1.935	0.951	173.602	1.942	0.359	0.093	0.311	0.382
2.671	0.74	1.105	1.936	0.951	173.667	1.942	0.359	0.093	0.311	0.382
2.672	0.74	1.106	1.937	0.952	173.732	1.943	0.36	0.093	0.311	0.382
2.673	0.74	1.107	1.937	0.952	173.797	1.944	0.36	0.093	0.312	0.382
2.674	0.741	1.107	1.938	0.953	173.862	1.945	0.36	0.093	0.312	0.382
2.675	0.741	1.108	1.939	0.953	173.927	1.945	0.36	0.094	0.312	0.383
2.676	0.741	1.109	1.94	0.954	173.992	1.946	0.36	0.094	0.312	0.383
2.677	0.741	1.109	1.941	0.954	174.057	1.947	0.36	0.094	0.312	0.383
2.678	0.741	1.11	1.942	0.955	174.122	1.948	0.36	0.094	0.312	0.383
2.679	0.742	1.111	1.942	0.955	174.187	1.948	0.361	0.094	0.313	0.383
2.68	0.742	1.111	1.943	0.955	174.252	1.949	0.361	0.094	0.313	0.384
2.681	0.742	1.112	1.944	0.956	174.317	1.95	0.361	0.094	0.313	0.384
2.682	0.742	1.113	1.945	0.956	174.382	1.95	0.361	0.094	0.313	0.384
2.683	0.743	1.113	1.946	0.957	174.447	1.951	0.361	0.094	0.313	0.384
2.684	0.743	1.114	1.947	0.957	174.512	1.952	0.361	0.094	0.313	0.384
2.685	0.743	1.115	1.947	0.958	174.577	1.953	0.361	0.094	0.314	0.385
2.686	0.743	1.115	1.948	0.958	174.642	1.953	0.362	0.094	0.314	0.385
2.687	0.744	1.116	1.949	0.959	174.707	1.954	0.362	0.094	0.314	0.385
2.688	0.744	1.117	1.95	0.959	174.772	1.955	0.362	0.094	0.314	0.385
2.689	0.744	1.117	1.951	0.96	174.837	1.956	0.362	0.094	0.314	0.385
2.69	0.744	1.118	1.952	0.96	174.902	1.956	0.362	0.094	0.314	0.386
2.691	0.745	1.118	1.952	0.961	174.967	1.957	0.362	0.094	0.315	0.386
2.692	0.745	1.119	1.953	0.961	175.032	1.958	0.363	0.094	0.315	0.386
2.693	0.745	1.12	1.954	0.961	175.097	1.958	0.363	0.095	0.315	0.386
2.694	0.745	1.12	1.955	0.962	175.162	1.959	0.363	0.095	0.315	0.386
2.695	0.746	1.121	1.956	0.962	175.227	1.96	0.363	0.095	0.315	0.387
2.696	0.746	1.122	1.957	0.963	175.292	1.961	0.363	0.095	0.315	0.387
2.697	0.746	1.122	1.957	0.963	175.357	1.961	0.363	0.095	0.316	0.387
2.698	0.746	1.123	1.958	0.964	175.422	1.962	0.363	0.095	0.316	0.387
2.699	0.747	1.124	1.959	0.964	175.487	1.963	0.364	0.095	0.316	0.387
2.7	0.747	1.124	1.96	0.965	175.552	1.964	0.364	0.095	0.316	0.388
2.701	0.747	1.125	1.961	0.965	175.617	1.964	0.364	0.095	0.316	0.388
2.702	0.747	1.126	1.962	0.966	175.682	1.965	0.364	0.095	0.316	0.388
2.703	0.747	1.126	1.962	0.966	175.747	1.966	0.364	0.095	0.317	0.388
2.704	0.748	1.127	1.963	0.966	175.812	1.967	0.364	0.095	0.317	0.388
2.705	0.748	1.128	1.964	0.967	175.877	1.967	0.364	0.095	0.317	0.389
2.706	0.748	1.128	1.965	0.967	175.942	1.968	0.365	0.095	0.317	0.389
2.707	0.748	1.129	1.966	0.968	176.007	1.969	0.365	0.095	0.317	0.389
2.708	0.749	1.13	1.967	0.968	176.072	1.969	0.365	0.095	0.317	0.389
2.709	0.749	1.13	1.968	0.969	176.137	1.97	0.365	0.095	0.318	0.389
2.71	0.749	1.131	1.968	0.969	176.202	1.971	0.365	0.095	0.318	0.39
2.711	0.749	1.132	1.969	0.97	176.267	1.972	0.365	0.096	0.318	0.39
2.712	0.75	1.132	1.97	0.97	176.332	1.972	0.365	0.096	0.318	0.39
2.713	0.75	1.133	1.971	0.971	176.397	1.973	0.366	0.096	0.318	0.39
2.714	0.75	1.134	1.972	0.971	176.462	1.974	0.366	0.096	0.318	0.39
2.715	0.75	1.134	1.973	0.972	176.527	1.975	0.366	0.096	0.319	0.391
2.716	0.751	1.135	1.973	0.972	176.592	1.975	0.366	0.096	0.319	0.391
2.717	0.751	1.136	1.974	0.973	176.657	1.976	0.366	0.096	0.319	0.391
2.718	0.751	1.136	1.975	0.973	176.722	1.977	0.366	0.096	0.319	0.391
2.719	0.751	1.137	1.976	0.973	176.787	1.977	0.367	0.096	0.319	0.391
2.72	0.752	1.138	1.977	0.974	176.852	1.978	0.367	0.096	0.319	0.392
2.721	0.752	1.138	1.978	0.974	176.917	1.979	0.367	0.096	0.32	0.392
2.722	0.752	1.139	1.979	0.975	176.982	1.98	0.367	0.096	0.32	0.392
2.723	0.752	1.14	1.979	0.975	177.047	1.98	0.367	0.096	0.32	0.392
2.724	0.753	1.14	1.98	0.976	177.112	1.981	0.367	0.096	0.32	0.392
2.725	0.753	1.141	1.981	0.976	177.177	1.982	0.367	0.096	0.32	0.393
2.726	0.753	1.142	1.982	0.977	177.242	1.983	0.368	0.096	0.32	0.393
2.727	0.753	1.142	1.983	0.977	177.307	1.983	0.368	0.096	0.321	0.393
2.728	0.753	1.143	1.984	0.978	177.372	1.984	0.368	0.096	0.321	0.393
2.729	0.754	1.144	1.984	0.978	177.437	1.985	0.368	0.097	0.321	0.394
2.73	0.754	1.144	1.985	0.979	177.502	1.986	0.368	0.097	0.321	0.394
2.731	0.754	1.145	1.986	0.979	177.567	1.986	0.368	0.097	0.321	0.394
2.732	0.754	1.146	1.987	0.979	177.632	1.987	0.368	0.097	0.321	0.394
2.733	0.755	1.146	1.988	0.98	177.697	1.988	0.369	0.097	0.322	0.394
2.734	0.755	1.147	1.989	0.98	177.762	1.988	0.369	0.097	0.322	0.395
2.735	0.755	1.148	1.99	0.981	177.826	1.989	0.369	0.097	0.322	0.395
2.736	0.755	1.148	1.99	0.981	177.891	1.99	0.369	0.097	0.322	0.395
2.737	0.756	1.149	1.991	0.982	177.956	1.991	0.369	0.097	0.322	0.395
2.738	0.756	1.15	1.992	0.982	178.021	1.991	0.369	0.097	0.322	0.395
2.739	0.756	1.15	1.993	0.983	178.086	1.992	0.37	0.097	0.323	0.396
2.74	0.756	1.151	1.994	0.983	178.151	1.993	0.37	0.097	0.323	0.396
2.741	0.757	1.152	1.995	0.984	178.216	1.994	0.37	0.097	0.323	0.396
2.742	0.757	1.152	1.995	0.984	178.281	1.994	0.37	0.097	0.323	0.396
2.743	0.757	1.153	1.996	0.985	178.346	1.995	0.37	0.097	0.323	0.396
2.744	0.757	1.154	1.997	0.985	178.411	1.996	0.37	0.097	0.323	0.397
2.745	0.758	1.154	1.998	0.986	178.476	1.996	0.37	0.097	0.324	0.397
2.746	0.758	1.155	1.999	0.986	178.541	1.997	0.371	0.097	0.324	0.397
2.747	0.758	1.156	2	0.986	178.606	1.998	0.371	0.098	0.324	0.397
2.748	0.758	1.156	2.001	0.987	178.671	1.999	0.371	0.098	0.324	0.397
2.749	0.759	1.157	2.001	0.987	178.736	1.999	0.371	0.098	0.324	0.398
2.75	0.759	1.158	2.002	0.988	178.801	2	0.371	0.098	0.324	0.398
2.751	0.759	1.158	2.003	0.988	178.866	2.001	0.371	0.098	0.325	0.398
2.752	0.759	1.159	2.004	0.989	178.931	2.002	0.372	0.098	0.325	0.398
2.753	0.76	1.16	2.005	0.989	178.996	2.002	0.372	0.098	0.325	0.398
2.754	0.76	1.16	2.006	0.99	179.061	2.003	0.372	0.098	0.325	0.399
2.755	0.76	1.161	2.007	0.99	179.126	2.004	0.372	0.098	0.325	0.399
2.756	0.76	1.162	2.007	0.991	179.191	2.005	0.372	0.098	0.325	0.399
2.757	0.76	1.162	2.008	0.991	179.256	2.005	0.372	0.098	0.326	0.399
2.758	0.761	1.163	2.009	0.992	179.321	2.006	0.372	0.098	0.326	0.399
2.759	0.761	1.164	2.01	0.992	179.386	2.007	0.373	0.098	0.326	0.4
2.76	0.761	1.164	2.011	0.993	179.451	2.007	0.373	0.098	0.326	0.4
2.761	0.761	1.165	2.012	0.993	179.516	2.008	0.373	0.098	0.326	0.4
2.762	0.762	1.166	2.013	0.994	179.581	2.009	0.373	0.098	0.326	0.4
2.763	0.762	1.166	2.013	0.994	179.646	2.01	0.373	0.098	0.327	0.401
2.764	0.762	1.167	2.014	0.994	179.711	2.01	0.373	0.098	0.327	0.401
2.765	0.762	1.168	2.015	0.995	179.776	2.011	0.374	0.099	0.327	0.401
2.766	0.763	1.168	2.016	0.995	179.841	2.012	0.374	0.099	0.327	0.401
2.767	0.763	1.169	2.017	0.996	179.906	2.013	0.374	0.099	0.327	0.401
2.768	0.763	1.17	2.018	0.996	179.971	2.013	0.374	0.099	0.327	0.402
2.769	0.763	1.17	2.019	0.997	180.036	2.014	0.374	0.099	0.328	0.402
2.77	0.764	1.171	2.019	0.997	180.101	2.015	0.374	0.099	0.328	0.402
2.771	0.764	1.172	2.02	0.998	180.166	2.016	0.374	0.099	0.328	0.402
2.772	0.764	1.172	2.021	0.998	180.231	2.016	0.375	0.099	0.328	0.402
2.773	0.764	1.173	2.022	0.999	180.296	2.017	0.375	0.099	0.328	0.403
2.774	0.765	1.174	2.023	0.999	180.361	2.018	0.375	0.099	0.329	0.403
2.775	0.765	1.174	2.024	1	180.426	2.018	0.375	0.099	0.329	0.403
2.776	0.765	1.175	2.025	1	180.491	2.019	0.375	0.099	0.329	0.403
2.777	0.765	1.176	2.025	1.001	180.556	2.02	0.375	0.099	0.329	0.403
2.778	0.766	1.176	2.026	1.001	180.621	2.021	0.376	0.099	0.329	0.404
2.779	0.766	1.177	2.027	1.002	180.686	2.021	0.376	0.099	0.329	0.404
2.78	0.766	1.178	2.028	1.002	180.751	2.022	0.376	0.099	0.33	0.404
2.781	0.766	1.178	2.029	1.002	180.816	2.023	0.376	0.099	0.33	0.404
2.782	0.767	1.179	2.03	1.003	180.881	2.024	0.376	0.1	0.33	0.405
2.783	0.767	1.18	2.031	1.003	180.946	2.024	0.376	0.1	0.33	0.405
2.784	0.767	1.18	2.031	1.004	181.011	2.025	0.377	0.1	0.33	0.405
2.785	0.767	1.181	2.032	1.004	181.076	2.026	0.377	0.1	0.33	0.405
2.786	0.767	1.182	2.033	1.005	181.141	2.027	0.377	0.1	0.331	0.405
2.787	0.768	1.182	2.034	1.005	181.206	2.027	0.377	0.1	0.331	0.406
2.788	0.768	1.183	2.035	1.006	181.271	2.028	0.377	0.1	0.331	0.406
2.789	0.768	1.184	2.036	1.006	181.336	2.029	0.377	0.1	0.331	0.406
