wav [Å]	Ti	Fe	Ni	Cu	Cd	W	Pb	Al	Zn	ZnO
2.095	0.642	1.129	2.207	1.043	136.29	1.615	0.354	0.095	0.339	0.331
2.096	0.642	1.13	2.208	1.043	136.355	1.616	0.354	0.095	0.339	0.331
2.097	0.642	1.13	2.21	1.044	136.42	1.616	0.354	0.095	0.34	0.331
2.098	0.642	1.131	2.211	1.045	136.485	1.617	0.354	0.095	0.34	0.331
2.099	0.643	1.132	2.212	1.045	136.55	1.618	0.355	0.096	0.34	0.332
2.1	0.643	1.133	2.214	1.046	136.615	1.619	0.355	0.096	0.34	0.332
2.101	0.643	1.134	2.215	1.047	136.68	1.619	0.355	0.096	0.34	0.332
2.102	0.643	1.135	2.216	1.047	136.745	1.62	0.355	0.096	0.341	0.332
2.103	0.644	1.135	2.218	1.048	136.81	1.621	0.355	0.096	0.341	0.332
2.104	0.644	1.136	2.219	1.049	136.875	1.622	0.355	0.096	0.341	0.332
2.105	0.644	1.137	2.22	1.049	136.94	1.623	0.355	0.096	0.341	0.333
2.106	0.644	1.138	2.222	1.05	137.005	1.623	0.355	0.096	0.342	0.333
2.107	0.645	1.139	2.223	1.051	137.07	1.624	0.356	0.096	0.342	0.333
2.108	0.645	1.14	2.224	1.051	137.135	1.625	0.356	0.096	0.342	0.333
2.109	0.645	1.141	2.226	1.052	137.2	1.626	0.356	0.096	0.342	0.333
2.11	0.645	1.141	2.227	1.053	137.265	1.627	0.356	0.096	0.342	0.333
2.111	0.646	1.142	2.228	1.053	137.33	1.627	0.356	0.096	0.343	0.334
2.112	0.646	1.143	2.23	1.054	137.395	1.628	0.356	0.096	0.343	0.334
2.113	0.646	1.144	2.231	1.055	137.46	1.629	0.356	0.096	0.343	0.334
2.114	0.646	1.145	2.232	1.055	137.525	1.63	0.356	0.097	0.343	0.334
2.115	0.647	1.146	2.234	1.056	137.59	1.631	0.356	0.097	0.344	0.334
2.116	0.647	1.147	2.235	1.057	137.655	1.631	0.357	0.097	0.344	0.335
2.117	0.647	1.147	2.236	1.058	137.72	1.632	0.357	0.097	0.344	0.335
2.118	0.647	1.148	2.238	1.058	137.785	1.633	0.357	0.097	0.344	0.335
2.119	0.648	1.149	2.239	1.059	137.85	1.634	0.357	0.097	0.345	0.335
2.12	0.648	1.15	2.24	1.06	137.915	1.634	0.357	0.097	0.345	0.335
2.121	0.648	1.151	2.242	1.06	137.98	1.635	0.357	0.097	0.345	0.335
2.122	0.649	1.152	2.243	1.061	138.045	1.636	0.357	0.097	0.345	0.336
2.123	0.649	1.152	1.796	1.062	138.11	1.637	0.357	0.097	0.345	0.336
2.124	0.649	1.153	1.797	1.062	138.175	1.638	0.358	0.097	0.346	0.336
2.125	0.649	1.154	1.798	1.063	138.24	1.638	0.358	0.097	0.346	0.336
2.126	0.65	1.155	1.799	1.064	138.305	1.639	0.358	0.097	0.346	0.336
2.127	0.65	1.156	1.8	1.064	138.37	1.64	0.358	0.097	0.346	0.336
2.128	0.641	1.157	1.801	1.065	138.435	1.641	0.358	0.097	0.347	0.337
2.129	0.642	1.158	1.802	1.066	138.5	1.642	0.358	0.098	0.347	0.337
2.13	0.642	1.158	1.803	1.066	138.565	1.642	0.358	0.098	0.347	0.337
2.131	0.642	1.159	1.804	1.067	138.63	1.643	0.358	0.098	0.347	0.337
2.132	0.642	1.16	1.805	1.068	138.695	1.644	0.359	0.098	0.348	0.337
2.133	0.643	1.161	1.806	1.068	138.76	1.645	0.359	0.098	0.348	0.337
2.134	0.643	1.162	1.806	1.069	138.825	1.646	0.359	0.098	0.348	0.338
2.135	0.643	1.163	1.807	1.07	138.89	1.646	0.359	0.098	0.348	0.338
2.136	0.643	1.164	1.808	1.071	138.955	1.647	0.359	0.098	0.348	0.338
2.137	0.644	1.164	1.809	1.071	139.02	1.648	0.359	0.098	0.349	0.338
2.138	0.644	1.165	1.81	1.072	139.085	1.649	0.359	0.098	0.349	0.338
2.139	0.644	1.166	1.811	1.073	139.151	1.649	0.359	0.098	0.349	0.339
2.14	0.644	1.167	1.812	1.073	139.216	1.65	0.36	0.098	0.349	0.339
2.141	0.645	1.168	1.813	1.074	139.281	1.651	0.36	0.098	0.35	0.339
2.142	0.645	1.169	1.814	1.075	139.346	1.652	0.36	0.098	0.35	0.339
2.143	0.645	1.17	1.815	1.075	139.411	1.653	0.36	0.098	0.35	0.339
2.144	0.645	1.17	1.816	1.076	139.476	1.653	0.36	0.099	0.35	0.339
2.145	0.646	1.171	1.817	1.077	139.541	1.654	0.36	0.099	0.351	0.34
2.146	0.646	1.172	1.818	1.077	139.606	1.655	0.36	0.099	0.351	0.34
2.147	0.646	1.173	1.819	1.078	139.671	1.656	0.361	0.099	0.351	0.331
2.148	0.646	1.174	1.82	1.079	139.736	1.657	0.361	0.099	0.351	0.332
2.149	0.647	1.175	1.82	1.08	139.801	1.657	0.361	0.099	0.351	0.332
2.15	0.647	1.176	1.821	1.08	139.866	1.658	0.361	0.099	0.352	0.332
2.151	0.647	1.177	1.822	1.081	139.931	1.659	0.361	0.099	0.352	0.332
2.152	0.647	1.177	1.823	1.082	139.996	1.66	0.361	0.099	0.352	0.332
2.153	0.648	1.178	1.824	1.082	140.061	1.661	0.361	0.099	0.352	0.332
2.154	0.648	1.179	1.825	1.083	140.126	1.661	0.361	0.099	0.353	0.333
2.155	0.648	1.18	1.826	1.084	140.191	1.662	0.362	0.099	0.353	0.333
2.156	0.648	1.181	1.827	1.084	140.256	1.663	0.362	0.099	0.353	0.333
2.157	0.649	1.182	1.828	1.085	140.321	1.664	0.362	0.099	0.353	0.333
2.158	0.649	1.183	1.829	1.086	140.386	1.665	0.362	0.099	0.354	0.333
2.159	0.649	1.183	1.83	1.087	140.451	1.665	0.362	0.1	0.354	0.333
2.16	0.649	1.184	1.831	1.087	140.516	1.666	0.362	0.1	0.354	0.334
2.161	0.65	1.185	1.832	1.088	140.581	1.667	0.362	0.1	0.354	0.334
2.162	0.65	1.186	1.833	1.089	140.646	1.668	0.362	0.1	0.355	0.334
2.163	0.65	1.187	1.834	1.089	140.711	1.668	0.363	0.1	0.355	0.334
2.164	0.65	1.188	1.835	1.09	140.776	1.669	0.363	0.1	0.355	0.334
2.165	0.651	1.189	1.835	1.091	140.841	1.67	0.363	0.1	0.355	0.334
2.166	0.651	1.19	1.836	1.091	140.906	1.671	0.363	0.1	0.355	0.335
2.167	0.651	1.19	1.837	1.092	140.971	1.672	0.363	0.1	0.356	0.335
2.168	0.651	1.191	1.838	1.093	141.036	1.672	0.363	0.1	0.356	0.335
2.169	0.652	1.192	1.839	1.094	141.101	1.673	0.363	0.1	0.356	0.335
2.17	0.652	1.193	1.84	1.094	141.166	1.674	0.364	0.1	0.356	0.335
2.171	0.652	1.194	1.841	1.095	141.231	1.675	0.364	0.1	0.357	0.335
2.172	0.652	1.195	1.842	1.096	141.296	1.676	0.364	0.1	0.357	0.336
2.173	0.653	1.196	1.843	1.096	141.361	1.676	0.364	0.1	0.357	0.336
2.174	0.653	1.197	1.844	1.097	141.426	1.677	0.364	0.101	0.357	0.336
2.175	0.653	1.197	1.845	1.098	141.491	1.678	0.364	0.101	0.358	0.336
2.176	0.653	1.198	1.846	1.098	141.556	1.679	0.364	0.101	0.358	0.336
2.177	0.654	1.199	1.847	0.88	141.621	1.68	0.364	0.101	0.358	0.337
2.178	0.654	1.2	1.848	0.88	141.686	1.68	0.365	0.101	0.358	0.337
2.179	0.654	1.201	1.849	0.881	141.751	1.681	0.365	0.101	0.359	0.337
2.18	0.654	1.202	1.85	0.881	141.816	1.682	0.365	0.101	0.359	0.337
2.181	0.655	1.203	1.851	0.882	141.881	1.683	0.365	0.101	0.325	0.337
2.182	0.655	1.204	1.852	0.882	141.946	1.684	0.365	0.101	0.325	0.337
2.183	0.655	1.204	1.853	0.883	142.011	1.684	0.365	0.101	0.325	0.338
2.184	0.655	1.205	1.853	0.883	142.076	1.685	0.365	0.101	0.326	0.338
2.185	0.656	1.206	1.854	0.884	142.141	1.686	0.366	0.101	0.326	0.338
2.186	0.656	1.207	1.855	0.884	142.206	1.687	0.366	0.101	0.326	0.338
2.187	0.656	1.208	1.856	0.885	142.271	1.688	0.366	0.101	0.326	0.338
2.188	0.656	1.209	1.857	0.885	142.336	1.688	0.366	0.102	0.326	0.338
2.189	0.657	1.21	1.858	0.886	142.401	1.689	0.366	0.102	0.327	0.339
2.19	0.657	1.211	1.859	0.886	142.466	1.69	0.366	0.102	0.327	0.339
2.191	0.657	1.212	1.86	0.887	142.531	1.691	0.366	0.102	0.327	0.339
2.192	0.657	1.212	1.861	0.888	142.596	1.692	0.366	0.102	0.327	0.339
2.193	0.658	1.213	1.862	0.888	142.661	1.692	0.367	0.102	0.327	0.339
2.194	0.658	1.214	1.863	0.889	142.726	1.693	0.367	0.102	0.328	0.331
2.195	0.658	1.215	1.864	0.889	142.791	1.694	0.367	0.102	0.328	0.331
2.196	0.658	1.216	1.865	0.89	142.856	1.695	0.367	0.102	0.328	0.331
2.197	0.659	1.217	1.866	0.89	142.921	1.695	0.367	0.102	0.328	0.331
2.198	0.659	1.218	1.867	0.891	142.986	1.696	0.367	0.102	0.328	0.331
2.199	0.659	1.219	1.868	0.891	143.051	1.697	0.367	0.102	0.329	0.331
2.2	0.659	1.22	1.869	0.892	143.116	1.698	0.368	0.102	0.329	0.332
2.201	0.66	1.22	1.87	0.892	143.181	1.699	0.368	0.102	0.329	0.332
2.202	0.66	1.221	1.871	0.893	143.246	1.699	0.368	0.102	0.329	0.332
2.203	0.66	1.222	1.872	0.893	143.311	1.7	0.368	0.103	0.33	0.332
2.204	0.661	1.223	1.873	0.894	143.376	1.701	0.368	0.103	0.33	0.332
2.205	0.661	1.224	1.874	0.894	143.441	1.702	0.368	0.103	0.33	0.332
2.206	0.661	1.225	1.874	0.895	143.506	1.703	0.368	0.103	0.33	0.333
2.207	0.661	1.226	1.875	0.895	143.571	1.703	0.369	0.103	0.33	0.333
2.208	0.662	1.227	1.876	0.896	143.636	1.704	0.369	0.103	0.331	0.333
2.209	0.662	1.228	1.877	0.896	143.701	1.705	0.369	0.103	0.331	0.333
2.21	0.662	1.228	1.878	0.897	143.766	1.706	0.369	0.103	0.331	0.333
2.211	0.662	1.229	1.879	0.897	143.831	1.707	0.369	0.103	0.331	0.333
2.212	0.663	1.23	1.88	0.898	143.896	1.707	0.369	0.103	0.331	0.334
2.213	0.663	1.231	1.881	0.898	143.961	1.708	0.369	0.103	0.332	0.334
2.214	0.663	1.232	1.882	0.899	144.027	1.709	0.344	0.103	0.332	0.334
2.215	0.663	1.233	1.883	0.899	144.092	1.71	0.344	0.103	0.332	0.334
2.216	0.664	1.234	1.884	0.9	144.157	1.711	0.344	0.103	0.332	0.334
2.217	0.664	1.235	1.885	0.9	144.222	1.711	0.344	0.104	0.332	0.334
2.218	0.664	1.236	1.886	0.901	144.287	1.712	0.344	0.104	0.333	0.335
2.219	0.664	1.236	1.887	0.901	144.352	1.713	0.344	0.104	0.333	0.335
2.22	0.665	1.237	1.888	0.902	144.417	1.714	0.344	0.104	0.333	0.335
2.221	0.665	1.238	1.889	0.902	144.482	1.715	0.344	0.104	0.333	0.335
2.222	0.665	1.239	1.89	0.903	144.547	1.715	0.344	0.104	0.334	0.335
2.223	0.665	1.24	1.891	0.903	144.612	1.716	0.345	0.104	0.334	0.336
2.224	0.666	1.241	1.892	0.904	144.677	1.717	0.345	0.104	0.334	0.336
2.225	0.666	1.242	1.893	0.904	144.742	1.718	0.345	0.104	0.334	0.336
2.226	0.666	1.243	1.894	0.905	144.807	1.719	0.345	0.104	0.334	0.336
2.227	0.666	1.244	1.895	0.905	144.872	1.719	0.345	0.104	0.335	0.336
2.228	0.667	1.245	1.896	0.906	144.937	1.72	0.345	0.104	0.335	0.336
2.229	0.667	1.245	1.897	0.906	145.002	1.721	0.345	0.104	0.335	0.312
2.23	0.667	1.246	1.898	0.907	145.067	1.722	0.345	0.104	0.335	0.312
2.231	0.667	1.247	1.899	0.907	145.132	1.723	0.346	0.105	0.335	0.312
2.232	0.668	1.248	1.9	0.908	145.197	1.723	0.346	0.105	0.336	0.312
2.233	0.668	1.249	1.901	0.908	145.262	1.724	0.346	0.105	0.336	0.312
2.234	0.668	1.25	1.902	0.909	145.327	1.725	0.346	0.105	0.336	0.313
2.235	0.668	1.251	1.903	0.909	145.392	1.726	0.346	0.105	0.336	0.313
2.236	0.669	1.252	1.904	0.91	145.457	1.727	0.346	0.105	0.337	0.313
2.237	0.669	1.253	1.904	0.911	145.522	1.727	0.346	0.105	0.337	0.313
2.238	0.669	1.254	1.905	0.911	145.587	1.699	0.346	0.105	0.337	0.313
2.239	0.669	1.254	1.906	0.912	145.652	1.7	0.346	0.105	0.337	0.313
2.24	0.67	1.255	1.907	0.912	145.717	1.701	0.347	0.105	0.337	0.314
2.241	0.67	1.256	1.908	0.913	145.782	1.701	0.347	0.105	0.338	0.314
2.242	0.67	1.257	1.909	0.913	145.847	1.702	0.347	0.105	0.338	0.314
2.243	0.66	1.258	1.91	0.914	145.912	1.703	0.347	0.105	0.338	0.314
2.244	0.66	1.259	1.911	0.914	145.977	1.704	0.347	0.105	0.338	0.314
2.245	0.66	1.26	1.912	0.915	146.042	1.704	0.347	0.106	0.338	0.314
2.246	0.661	1.261	1.913	0.915	146.107	1.705	0.347	0.106	0.339	0.314
2.247	0.661	1.262	1.914	0.916	146.172	1.706	0.347	0.106	0.339	0.315
2.248	0.661	1.263	1.915	0.916	146.237	1.707	0.348	0.106	0.339	0.315
2.249	0.661	1.264	1.916	0.917	146.302	1.708	0.348	0.106	0.339	0.315
2.25	0.662	1.264	1.917	0.917	146.367	1.708	0.348	0.106	0.339	0.315
2.251	0.662	1.265	1.918	0.918	146.432	1.709	0.348	0.106	0.34	0.315
2.252	0.662	1.266	1.919	0.918	146.497	1.71	0.348	0.106	0.34	0.315
2.253	0.662	1.267	1.92	0.919	146.562	1.711	0.348	0.106	0.34	0.316
2.254	0.663	1.268	1.921	0.919	146.627	1.711	0.348	0.106	0.34	0.316
2.255	0.663	1.269	1.922	0.92	146.692	1.712	0.348	0.106	0.341	0.316
2.256	0.663	1.27	1.923	0.92	146.757	1.713	0.349	0.106	0.341	0.316
2.257	0.663	1.271	1.924	0.921	146.822	1.714	0.349	0.106	0.341	0.316
2.258	0.664	1.272	1.925	0.921	146.887	1.715	0.349	0.106	0.341	0.316
2.259	0.664	1.273	1.926	0.922	146.952	1.715	0.349	0.107	0.341	0.317
2.26	0.664	1.274	1.927	0.922	147.017	1.716	0.349	0.107	0.342	0.317
2.261	0.664	1.274	1.928	0.923	147.082	1.717	0.349	0.107	0.342	0.317
2.262	0.665	1.275	1.929	0.924	147.147	1.718	0.349	0.107	0.342	0.317
2.263	0.665	1.276	1.93	0.924	147.212	1.718	0.349	0.107	0.342	0.317
2.264	0.665	1.277	1.931	0.925	147.277	1.719	0.35	0.107	0.343	0.317
2.265	0.665	1.278	1.932	0.925	147.342	1.72	0.35	0.107	0.343	0.317
2.266	0.666	1.279	1.933	0.926	147.407	1.721	0.35	0.107	0.343	0.318
2.267	0.666	1.28	1.934	0.926	147.472	1.722	0.35	0.107	0.343	0.318
2.268	0.666	1.281	1.935	0.927	147.537	1.722	0.35	0.107	0.343	0.318
2.269	0.666	1.282	1.936	0.927	147.602	1.723	0.35	0.107	0.344	0.318
2.27	0.667	1.283	1.937	0.928	147.667	1.724	0.35	0.107	0.344	0.318
2.271	0.667	1.284	1.938	0.928	147.733	1.725	0.35	0.107	0.344	0.318
2.272	0.667	1.285	1.939	0.929	147.798	1.725	0.321	0.107	0.344	0.319
2.273	0.667	1.285	1.94	0.929	147.863	1.726	0.321	0.108	0.344	0.319
2.274	0.668	1.286	1.941	0.93	147.928	1.727	0.321	0.108	0.345	0.319
2.275	0.668	1.287	1.942	0.93	147.993	1.728	0.321	0.108	0.345	0.319
2.276	0.668	1.288	1.943	0.931	148.058	1.729	0.322	0.108	0.345	0.319
2.277	0.668	1.289	1.944	0.931	148.123	1.729	0.322	0.108	0.345	0.319
2.278	0.669	1.29	1.945	0.932	148.188	1.73	0.322	0.108	0.346	0.32
2.279	0.669	1.291	1.946	0.932	148.253	1.731	0.322	0.108	0.346	0.32
2.28	0.669	1.292	1.947	0.933	148.318	1.732	0.322	0.108	0.346	0.32
2.281	0.669	1.293	1.948	0.933	148.383	1.732	0.322	0.108	0.346	0.32
2.282	0.67	1.294	1.949	0.934	148.448	1.733	0.322	0.108	0.346	0.32
2.283	0.67	1.295	1.95	0.935	148.513	1.734	0.322	0.108	0.347	0.32
2.284	0.67	1.296	1.951	0.935	148.578	1.735	0.322	0.108	0.347	0.32
2.285	0.67	1.297	1.952	0.936	148.643	1.735	0.322	0.108	0.347	0.321
2.286	0.671	1.297	1.953	0.936	148.708	1.736	0.323	0.109	0.347	0.321
2.287	0.671	1.298	1.954	0.937	148.773	1.737	0.323	0.109	0.348	0.321
2.288	0.671	1.299	1.955	0.937	148.838	1.738	0.323	0.109	0.348	0.321
2.289	0.671	1.3	1.956	0.938	148.903	1.739	0.323	0.109	0.348	0.321
2.29	0.672	1.301	1.957	0.938	148.968	1.739	0.323	0.109	0.348	0.321
2.291	0.672	1.302	1.958	0.939	149.033	1.74	0.323	0.109	0.348	0.322
2.292	0.672	1.303	1.959	0.939	149.098	1.741	0.323	0.109	0.349	0.322
2.293	0.672	1.304	1.96	0.94	149.163	1.742	0.323	0.109	0.349	0.322
2.294	0.673	1.305	1.961	0.94	149.228	1.742	0.323	0.109	0.349	0.322
2.295	0.673	1.306	1.962	0.941	149.293	1.743	0.324	0.109	0.349	0.322
2.296	0.673	1.307	1.963	0.941	149.358	1.744	0.324	0.109	0.349	0.322
2.297	0.673	1.308	1.964	0.942	149.423	1.745	0.324	0.109	0.35	0.323
2.298	0.674	1.309	1.965	0.942	149.488	1.746	0.324	0.109	0.35	0.323
2.299	0.674	1.31	1.966	0.943	149.553	1.746	0.324	0.109	0.35	0.323
2.3	0.674	1.31	1.967	0.944	149.618	1.747	0.324	0.11	0.35	0.323
2.301	0.674	1.311	1.968	0.944	149.683	1.748	0.324	0.11	0.351	0.323
2.302	0.675	1.312	1.969	0.945	149.748	1.749	0.324	0.11	0.351	0.323
2.303	0.675	1.313	1.97	0.945	149.813	1.749	0.324	0.11	0.351	0.324
2.304	0.675	1.314	1.971	0.946	149.878	1.75	0.324	0.11	0.331	0.324
2.305	0.675	1.315	1.972	0.946	149.943	1.751	0.325	0.11	0.331	0.324
2.306	0.676	1.316	1.973	0.947	150.008	1.752	0.325	0.11	0.331	0.324
2.307	0.676	1.317	1.974	0.947	150.073	1.753	0.325	0.11	0.331	0.324
2.308	0.676	1.318	1.975	0.948	150.138	1.753	0.325	0.11	0.331	0.324
2.309	0.676	1.319	1.976	0.948	150.203	1.754	0.325	0.11	0.332	0.324
2.31	0.677	1.32	1.977	0.949	150.268	1.755	0.325	0.11	0.332	0.325
2.311	0.677	1.321	1.978	0.949	150.333	1.756	0.325	0.11	0.332	0.325
2.312	0.677	1.322	1.979	0.95	150.398	1.756	0.325	0.11	0.332	0.325
2.313	0.677	1.323	1.98	0.95	150.463	1.757	0.325	0.111	0.332	0.325
2.314	0.678	1.324	1.981	0.951	150.528	1.758	0.325	0.111	0.333	0.325
2.315	0.678	1.324	1.982	0.952	150.593	1.759	0.326	0.111	0.333	0.325
2.316	0.678	1.325	1.983	0.952	150.658	1.76	0.326	0.111	0.333	0.326
2.317	0.678	1.326	1.984	0.953	150.723	1.76	0.326	0.111	0.333	0.326
2.318	0.679	1.327	1.985	0.953	150.789	1.761	0.326	0.111	0.334	0.326
2.319	0.679	1.328	1.986	0.954	150.854	1.762	0.326	0.111	0.334	0.326
2.32	0.679	1.329	1.987	0.954	150.919	1.763	0.326	0.111	0.334	0.326
2.321	0.679	1.33	1.988	0.955	150.984	1.763	0.326	0.111	0.334	0.326
2.322	0.68	1.331	1.989	0.955	151.049	1.764	0.326	0.111	0.334	0.327
2.323	0.68	1.332	1.99	0.956	151.114	1.765	0.326	0.111	0.335	0.327
2.324	0.68	1.333	1.991	0.956	151.179	1.766	0.327	0.111	0.335	0.327
2.325	0.68	1.334	1.992	0.957	151.244	1.767	0.327	0.111	0.335	0.327
2.326	0.681	1.335	1.993	0.957	151.309	1.767	0.327	0.111	0.335	0.327
2.327	0.681	1.336	1.994	0.958	151.374	1.768	0.327	0.112	0.335	0.327
2.328	0.681	1.337	1.995	0.958	151.439	1.769	0.327	0.112	0.336	0.328
2.329	0.681	1.338	1.996	0.959	151.504	1.77	0.327	0.112	0.336	0.328
2.33	0.682	1.339	1.997	0.96	151.569	1.77	0.327	0.112	0.336	0.328
2.331	0.682	1.339	1.998	0.96	151.634	1.771	0.327	0.112	0.336	0.328
2.332	0.682	1.34	1.999	0.961	151.699	1.772	0.327	0.112	0.336	0.328
2.333	0.682	1.341	2	0.961	151.764	1.773	0.328	0.112	0.337	0.328
2.334	0.683	1.342	2.001	0.962	151.829	1.774	0.328	0.112	0.337	0.329
2.335	0.683	1.343	2.002	0.962	151.894	1.774	0.328	0.112	0.337	0.329
2.336	0.683	1.344	2.003	0.963	151.959	1.775	0.328	0.112	0.337	0.329
2.337	0.683	1.345	2.004	0.963	152.024	1.776	0.328	0.112	0.337	0.329
2.338	0.684	1.346	2.005	0.964	152.089	1.777	0.328	0.104	0.338	0.329
2.339	0.684	1.347	2.006	0.964	152.154	1.778	0.328	0.104	0.338	0.329
2.34	0.684	1.348	2.007	0.965	152.219	1.778	0.328	0.104	0.338	0.33
2.341	0.682	0.904	2.008	0.966	152.284	1.779	0.328	0.104	0.338	0.33
2.342	0.683	0.905	2.009	0.966	152.349	1.78	0.329	0.104	0.338	0.33
2.343	0.683	0.905	2.01	0.967	152.414	1.781	0.329	0.104	0.339	0.33
2.344	0.683	0.906	2.011	0.967	152.479	1.781	0.329	0.104	0.295	0.33
2.345	0.683	0.907	2.012	0.968	152.528	1.782	0.329	0.104	0.295	0.33
2.346	0.684	0.907	2.013	0.968	152.593	1.783	0.329	0.104	0.295	0.331
2.347	0.684	0.908	2.014	0.969	152.658	1.784	0.329	0.105	0.296	0.331
2.348	0.684	0.908	2.015	0.969	152.723	1.785	0.329	0.105	0.296	0.331
2.349	0.684	0.909	2.016	0.97	152.788	1.785	0.329	0.105	0.296	0.331
2.35	0.684	0.909	2.017	0.97	152.854	1.786	0.329	0.105	0.296	0.331
2.351	0.685	0.91	2.018	0.971	152.919	1.787	0.33	0.105	0.296	0.331
2.352	0.685	0.911	2.019	0.971	152.984	1.788	0.33	0.105	0.296	0.332
2.353	0.685	0.911	2.02	0.972	153.049	1.788	0.33	0.105	0.297	0.332
2.354	0.685	0.912	2.021	0.973	153.114	1.789	0.33	0.105	0.297	0.332
2.355	0.686	0.912	2.022	0.973	153.179	1.79	0.33	0.105	0.297	0.332
2.356	0.686	0.913	2.023	0.974	153.244	1.791	0.33	0.105	0.297	0.332
2.357	0.686	0.913	2.024	0.974	153.309	1.792	0.33	0.105	0.297	0.332
2.358	0.686	0.914	2.026	0.975	153.374	1.792	0.33	0.105	0.298	0.333
2.359	0.687	0.915	2.027	0.975	153.439	1.793	0.33	0.105	0.298	0.333
2.36	0.687	0.915	2.028	0.976	153.504	1.794	0.331	0.105	0.298	0.333
2.361	0.687	0.916	2.029	0.976	153.569	1.795	0.331	0.105	0.298	0.333
2.362	0.687	0.916	2.03	0.977	153.634	1.795	0.331	0.106	0.298	0.333
2.363	0.688	0.917	2.031	0.977	153.699	1.796	0.331	0.106	0.298	0.333
2.364	0.688	0.917	2.032	0.978	153.764	1.797	0.331	0.106	0.299	0.334
2.365	0.688	0.918	2.033	0.979	153.829	1.798	0.331	0.106	0.299	0.334
2.366	0.688	0.919	2.034	0.979	153.894	1.799	0.331	0.106	0.299	0.334
2.367	0.689	0.919	2.035	0.98	153.959	1.799	0.331	0.106	0.299	0.334
2.368	0.689	0.92	2.036	0.98	154.024	1.8	0.331	0.106	0.299	0.334
2.369	0.689	0.92	2.037	0.981	154.089	1.801	0.332	0.106	0.299	0.334
2.37	0.689	0.921	2.038	0.981	154.154	1.802	0.332	0.106	0.3	0.335
2.371	0.69	0.921	2.039	0.982	154.219	1.803	0.332	0.106	0.3	0.335
2.372	0.69	0.922	2.04	0.982	154.284	1.803	0.332	0.106	0.3	0.335
2.373	0.69	0.923	2.041	0.983	154.349	1.804	0.332	0.106	0.3	0.335
2.374	0.69	0.923	2.042	0.983	154.414	1.805	0.332	0.106	0.3	0.335
2.375	0.691	0.924	2.043	0.984	154.479	1.806	0.332	0.106	0.3	0.336
2.376	0.691	0.924	2.044	0.985	154.544	1.806	0.332	0.107	0.301	0.336
2.377	0.691	0.925	2.045	0.985	154.609	1.807	0.332	0.107	0.301	0.336
2.378	0.691	0.925	2.046	0.986	154.674	1.808	0.333	0.107	0.301	0.336
2.379	0.692	0.926	2.047	0.986	154.739	1.809	0.333	0.107	0.301	0.336
2.38	0.692	0.927	2.048	0.987	154.804	1.81	0.333	0.107	0.301	0.336
2.381	0.692	0.927	2.049	0.987	154.869	1.81	0.333	0.107	0.301	0.336
2.382	0.692	0.928	2.05	0.988	154.934	1.811	0.333	0.107	0.302	0.336
2.383	0.693	0.928	2.051	0.988	154.999	1.812	0.333	0.107	0.302	0.337
2.384	0.693	0.929	2.052	0.989	155.064	1.813	0.333	0.107	0.302	0.337
2.385	0.693	0.93	2.053	0.989	155.129	1.813	0.333	0.107	0.302	0.337
2.386	0.693	0.93	2.054	0.99	155.194	1.814	0.334	0.107	0.302	0.337
2.387	0.694	0.931	2.055	0.991	155.259	1.815	0.334	0.107	0.303	0.337
2.388	0.694	0.931	2.056	0.991	155.324	1.816	0.334	0.107	0.303	0.337
2.389	0.694	0.932	2.058	0.992	155.389	1.817	0.334	0.107	0.303	0.338
2.39	0.694	0.932	2.059	0.992	155.454	1.817	0.334	0.108	0.303	0.338
2.391	0.695	0.933	2.06	0.993	155.519	1.818	0.334	0.108	0.303	0.338
2.392	0.695	0.934	2.061	0.993	155.584	1.819	0.334	0.108	0.303	0.338
2.393	0.695	0.934	2.062	0.994	155.649	1.82	0.334	0.108	0.304	0.338
2.394	0.695	0.935	2.063	0.994	155.714	1.821	0.334	0.108	0.304	0.339
2.395	0.696	0.935	2.064	0.995	155.779	1.821	0.335	0.108	0.304	0.339
2.396	0.696	0.936	2.065	0.996	155.844	1.822	0.335	0.108	0.304	0.339
2.397	0.696	0.937	2.066	0.996	155.909	1.823	0.335	0.108	0.304	0.339
2.398	0.696	0.937	2.067	0.997	155.974	1.824	0.335	0.108	0.304	0.339
2.399	0.697	0.938	2.068	0.997	156.039	1.824	0.335	0.108	0.305	0.339
2.4	0.697	0.938	2.069	0.998	156.104	1.825	0.335	0.108	0.305	0.34
2.401	0.697	0.939	2.07	0.998	156.169	1.826	0.335	0.108	0.305	0.34
2.402	0.697	0.939	2.071	0.999	156.234	1.827	0.335	0.108	0.305	0.34
2.403	0.698	0.94	2.072	0.999	156.299	1.828	0.336	0.108	0.305	0.34
2.404	0.698	0.941	2.073	1	156.364	1.828	0.336	0.109	0.305	0.34
2.405	0.698	0.941	2.074	1.001	156.429	1.829	0.336	0.109	0.306	0.34
2.406	0.698	0.942	2.075	1.001	156.494	1.83	0.336	0.109	0.306	0.341
2.407	0.699	0.942	2.076	1.002	156.559	1.831	0.336	0.109	0.306	0.341
2.408	0.699	0.943	2.077	1.002	156.624	1.832	0.336	0.109	0.306	0.341
2.409	0.699	0.944	2.078	1.003	156.689	1.832	0.336	0.109	0.306	0.341
2.41	0.699	0.944	2.079	1.003	156.754	1.833	0.336	0.109	0.307	0.341
2.411	0.7	0.945	2.081	1.004	156.819	1.834	0.336	0.109	0.307	0.341
