115.00, 2.114503, 2.162857, 2.707319, 2.815131, 3.007826, 1.352264, 0.147347, 1.395553, 4.537291
116.00, 2.067561, 2.114844, 2.647600, 2.753087, 2.941678, 1.322461, 0.146949, 4.852531, 4.441362
117.00, 2.022079, 2.068322, 2.589715, 2.692942, 2.877538, 1.293598, 0.146555, 4.751912, 4.348258
118.00, 1.978002, 2.023235, 2.533595, 2.634626, 2.815332, 1.265641, 0.146167, 4.654210, 4.257873
119.00, 1.935277, 1.979530, 2.479175, 2.578070, 2.754989, 1.238555, 0.145783, 4.559316, 4.170106
120.00, 1.893856, 1.937155, 2.426392, 2.523211, 2.696443, 1.212308, 0.145403, 4.467127, 4.084861
121.00, 1.853688, 1.896061, 2.375185, 2.469987, 2.639629, 1.186869, 0.145028, 4.377544, 4.002044
122.00, 1.814729, 1.856201, 2.325497, 2.418338, 2.584486, 1.162208, 0.144658, 4.290472, 3.921567
123.00, 1.776933, 1.817531, 2.277273, 2.368206, 2.530952, 1.138295, 0.144291, 4.205823, 3.843345
124.00, 1.740260, 1.780006, 2.230460, 2.319539, 2.478973, 1.115105, 0.143929, 4.123508, 3.767298
125.00, 1.704668, 1.743587, 2.185008, 2.272283, 2.428493, 1.092610, 0.143570, 4.043447, 3.693349
126.00, 1.670118, 1.708232, 2.140867, 2.226389, 2.379460, 1.070786, 0.143215, 3.965559, 3.621424
127.00, 1.636574, 1.673905, 2.097992, 2.181809, 2.331823, 1.049608, 0.142864, 3.889770, 3.551451
128.00, 1.604000, 1.640569, 2.056339, 2.138496, 2.285534, 1.029053, 0.142516, 3.816007, 3.483363
129.00, 1.572361, 1.608189, 2.015863, 2.096407, 2.240548, 1.009099, 0.142172, 3.744200, 3.417096
130.00, 1.541625, 1.576731, 1.976524, 2.055498, 2.196818, 0.989726, 0.141831, 3.674284, 3.352586
131.00, 1.511760, 1.546164, 1.938284, 2.015730, 2.154303, 0.970911, 0.141493, 3.606194, 3.289774
132.00, 1.482736, 1.516456, 1.901104, 1.977064, 2.112962, 0.952637, 0.141159, 3.539869, 3.228604
133.00, 1.454524, 1.487579, 1.864948, 1.939462, 2.072755, 0.934883, 0.140827, 3.475251, 3.169020
134.00, 1.427097, 1.459503, 1.829781, 1.902887, 2.033643, 0.917633, 0.140499, 3.412284, 3.110970
135.00, 1.400427, 1.432201, 1.795570, 1.867307, 1.995592, 0.900868, 0.140173, 3.350913, 3.054403
136.00, 1.374489, 1.405648, 1.762283, 1.832686, 1.958564, 0.884573, 0.139850, 3.291086, 2.999270
137.00, 1.349258, 1.379817, 1.729889, 1.798994, 1.922528, 0.868731, 0.139529, 3.232754, 2.945526
138.00, 1.324711, 1.354686, 1.698359, 1.766199, 1.887450, 0.853326, 0.139212, 3.175870, 2.893125
139.00, 1.300825, 1.330230, 1.667663, 1.734273, 1.853299, 0.838345, 0.138897, 3.120386, 2.842025
140.00, 1.277577, 1.306428, 1.637776, 1.703187, 1.820046, 0.823773, 0.138584, 3.066258, 2.792184
